店铺名称,手机品牌,商品编号,商品名称,CPU型号,后摄主摄像素,前摄主摄像素,系统,商品评价量,手机价格
京东之家官方旗舰店,OPPO,10040800000000,OPPOReno7 se,天玑900,4800万像素,1600万像素,Android,95,1799
Apple丰年时代专卖店,Apple,10046100000000,AppleiPhone 13 Pro Max,其他,,,iOS,1000+,9789
久汇通手机旗舰店,一加,10022300000000,一加一加10 Pro,骁龙8 Gen 1,5000万像素,3200万像素,Android,2000+,5189
烁影手机旗舰店,vivo,10042600000000,vivoS12,,,,Android,100+,2999
一佳手机专营店,华为（HUAWEI）,10046900000000,华为（HUAWEI）P50 E,骁龙778G 4G,5000万像素,1300万像素,HarmonyOS 2,7,4458
华信通手机专营店,华为（HUAWEI）,70761972496,华为（HUAWEI）华为畅享20 Pro,MT6873,4800万像素,1600万像素,Android,1000+,1889
京铠玄手机旗舰店,小米（MI）,10045800000000,小米（MI）Redmi Note 11E 5G,,,,Android,93,999
烁影手机旗舰店,vivo,10049700000000,vivoX80 Pro,,,,Android,6,5499
鹏瑶旗舰店,荣耀（HONOR）,10034700000000,荣耀（HONOR）荣耀Magic3,其他,其他,其他,Android,1000+,3599
OPPO优品专卖店,OPPO,10043100000000,OPPOA96,,,,Android,200+,1999
千瑞达手机旗舰店,华为（HUAWEI）,10041400000000,华为（HUAWEI）Hi Nova9,,,,Android,500+,2799
炜东电商旗舰店,华为（HUAWEI）,10049700000000,华为（HUAWEI）MATE XS 2,骁龙888 4G,,,HarmonyOS 2,37,13499
万鹏手机专营店,朵唯（DOOV）,10025700000000,朵唯（DOOV）FINDX,其他,1600万像素,800万像素,Android,1000+,1399
博恒聚优手机专营店,荣耀（HONOR）,10044400000000,荣耀60se 新品5G手机 流光幻境 8GB+256GB,,6400万像素,1600万像素,Android,62,2499.01
兰珊手机旗舰店,vivo,10038200000000,vivovivo Y71t,,6400万像素,1600万像素,Android,91,1799
茄子手机旗舰店,努比亚（nubia）,10044500000000,努比亚（nubia）红魔7,,,,其他,100+,4378
OPPO墨白专卖店,OPPO,10049600000000,OPPO K10 5G新品手机67W超级闪充oppok9x升级版oppok10pro游戏旗舰手机 K10 冰魄蓝（8GB+128GB）现货速发 5G全网通 官方标配【2年延保+晒单返20】,其他,其他,其他,Android,21,1999
京铠玄手机旗舰店,荣耀（HONOR）,10042300000000,荣耀（HONOR）荣耀X30 5G,,,,Android,100+,1749
OPPO墨白专卖店,OPPO,10034200000000,OPPOPFGM00,天玑700,4800万像素,800万像素,Android,100+,1599
疆界互联旗舰店,小米（MI）,10038300000000,小米（MI）小米Redmi K40S,,,,Android,200+,3699
京铠玄手机旗舰店,华为（HUAWEI）,10041600000000,华为（HUAWEI）Hi nova9pro 5G,骁龙778G,5000万像素,3200万像素,Android,200+,4199
头号卖家旗舰店,vivo,10049600000000,vivoX80 Pro,,,,Android,12,6699
iQOO耀诚鑫专卖店,vivo,10042000000000,vivoiQOO Neo5 SE,,,,Android,100+,1999
iQOO耀诚鑫专卖店,vivo,10042600000000,vivoiQOO 9,,,,Android,200+,3699
联通华盛手机旗舰店,OPPO,10049600000000,OPPOOPPO K10,,,,Android,7,2499
AGM手机旗舰店,AGM,10038600000000,AGM Glory G1,骁龙480,4800万像素,1600万像素,Android,44,3699
京铠玄手机旗舰店,摩托罗拉（Motorola）,10041800000000,摩托罗拉（Motorola）edge X30 5G,,,,Android,200+,2799
OPPO酷炫手机专卖店,OPPO,10048900000000,OPPOA57,天玑810,1300万像素,800万像素,Android,36,1599
vivo官方旗舰店,vivo,10039000000000,vivoY71t,,,,Android,200+,1999
遨游旗舰店,遨游（AORO）,66448058944,遨游（AORO）AORO_M5,其他,2000万像素,800万像素,Android,81,6980
鹏瑶旗舰店,小米（MI）,10028100000000,小米（MI）小米11青春版,骁龙780G,,,Android,1000+,1755
iQOO智美专卖店,vivo,10046300000000,vivoiQOO U5x,骁龙680,,,Android,17,899
炜东电商旗舰店,华为（HUAWEI）,10042100000000,华为智选 麦芒10 新品5G手机 曜石黑 8+128G全网通,其他,,,其他,200+,1849
翼然手机旗舰店,一加,10049200000000,一加一加 ACE,,,,Android,39,2499
耐谷手机旗舰店,小米（MI）,10042500000000,小米（MI）小米12X 5G手机,骁龙870,,,Android,200+,2999
VERTU中艺天工专卖店,VERTU,10033500000000,【12期免息】iVERTU纬图 5G全面屏手机 骁龙888 双6400万主摄 55W闪充 威图商务 墨玉黑-12GB+512GB,骁龙888,6400万像素,1600万像素,Android,100+,16800
博恒聚优手机专营店,华为（HUAWEI）,10049900000000,【6期免息】 华为P50e 新品手机 可可茶金 8G+128G(华为原装66w充电套装),其他,其他,其他,其他,11,4088.01
iQOO智美专卖店,vivo,10041900000000,vivoiQOO Neo5 SE,,,,Android,200+,1798
微炫数码旗舰店,荣耀（HONOR）,10041000000000,【白条6期免息】荣耀60pro 5G新品手机 幻境星空 12GB+256GB【官方标配】,其他,10800万像素,其他,其他,100+,3569
京东之家官方旗舰店,小米（MI）,10046800000000,小米（MI）Redmi K40S,,,,Android,200+,1999.01
东呵东手机专营店,OPPO,10040900000000,OPPOOPPO Reno7 SE,天玑900,4800万像素,1600万像素,Android,97,2299
疆界互联旗舰店,华为（HUAWEI）,10047700000000,华为智选 优畅享50 plus 新品5G手机 雅致黑 8G+256G【官方标配】,,6400万像素,,Android,42,2999
酷风行手机旗舰店,克里特（kreta）,10027800000000,克里特（kreta）M7(W2021pro),其他,其他,其他,Android,200+,3499
iQOO兰珊专卖店,vivo,10042600000000,vivovivo iQOO9 Pro&iQOO 9,,,,Android,100+,5199
京铠玄手机旗舰店,华为（HUAWEI）,10042200000000,华为（HUAWEI）HUAWEI P50 Pocket,骁龙888 4G,,,HarmonyOS 2,78,8758
京联通达旗舰店,华为（HUAWEI）,10045500000000,华为（HUAWEI）P50系列,,,,HarmonyOS 2,75,4488
佳沪电商旗舰店,华为（HUAWEI）,10042200000000,华为（HUAWEI）P50 Pocket,,,,HarmonyOS 2,200+,8388
欧霖爵官方旗舰店,荣耀（HONOR）,10044800000000,荣耀（HONOR）荣耀x30,其他,4800万像素,1600万像素,Android,64,2199
京域手机旗舰店,vivo,10038600000000,vivoS10e,天玑900,6400万像素,3200万像素,Android,86,2099
天域手机专营店,华为（HUAWEI）,10034600000000,华为（HUAWEI）P50 Pro,其他,5000万像素,1300万像素,其他,100+,5988
佳沪电商旗舰店,一加,10048000000000,【6期免息+现货速发】一加 Ace OnePlus 5G新品游戏手机 回蓝 全网通12GB+256GB 官方标配,,,,Android,7,2999
东呵东手机专营店,荣耀（HONOR）,10046400000000,荣耀（HONOR）荣耀50 Pro,,,,Android,14,2799
佳沪电商旗舰店,一加,10048000000000,【6期免息+现货速发】一加 Ace OnePlus 5G新品游戏手机 回蓝 全网通12GB+256GB 官方标配,,,,Android,7,2999
东呵东手机专营店,荣耀（HONOR）,10046400000000,荣耀（HONOR）荣耀50 Pro,,,,Android,14,2799
天润智能手机专营店,小辣椒,10027200000000,小辣椒H1,其他,1600万像素,800万像素,Android,100+,399
东呵东手机专营店,OPPO,10044100000000,OPPOA96,,,,Android,100+,1699
vivo五通专卖店,vivo,10040500000000,vivoY76s,天玑810,5000万像素,800万像素,Android,100+,1499
京东之家官方旗舰店,荣耀（HONOR）,10044500000000,荣耀（HONOR）magic4,,,,Android,86,5499.01
iQOO兰珊专卖店,vivo,10044500000000,vivoiQOO U5x,骁龙680,,,Android,100+,1099
天域手机专营店,Apple,10037600000000,AppleApple iPhone 13 Pro 5G,,,,,200+,8799
酷族数码旗舰店,小米（MI）,10031600000000,小米11青春版【活力版店内可选】 5G手机 樱花蜜粉 8G+128GB【33W充电套装+20元晒单红包】,骁龙780G,其他,其他,Android,500+,1799
东呵东手机专营店,OPPO,10037200000000,OPPOOPPO K9 Pro,天玑1200,6400万像素,1600万像素,Android,500+,2299
头号卖家旗舰店,vivo,10043500000000,vivoY10,,,,Android,83,999
兰珊手机旗舰店,vivo,10046100000000,vivoiQOO U5X,骁龙680,1300万像素,800万像素,Android,60,1099
兰珊手机旗舰店,vivo,10041700000000,vivovivo S12 Pro,,,,Android,100+,2799
飞利达手机通讯专营店,荣耀（HONOR）,10044400000000,荣耀（HONOR）荣耀50 SE,,,,Android,100+,1649
OPPO品速专卖店,OPPO,10044300000000,OPPOFind X5,骁龙888,,,Android,6,4099
微炫数码旗舰店,真我（realme）,10045100000000,realme 真我V11s 5G新品手机 5000mAh 18W闪充 火岩灰 4GB+128GB,,,,Android,20,1299
爱摄数码专营店,SONY,10031600000000,SONYXperia 1 III,骁龙888,1200万像素,800万像素,Android,36,6688
vivo官方旗舰店,vivo,10046200000000,vivoY33s,天玑700,1300万像素,800万像素,Android,49,1499
联通华盛手机旗舰店,vivo,10042200000000,vivoiQOO Neo5S,,,,Android,52,2373
京东之家官方旗舰店,OPPO,10048900000000,OPPOA57,,,,Android,64,1489
SONIM手机专营店,AGM,10033000000000,AGMX5,其他,4800万像素,1600万像素,Android,200+,2999
OPPO墨白专卖店,OPPO,10044300000000,【3789起】OPPO Find X5 Pro手机5G新品findx5pro天玑版findx3pro Find X5素黑（8G+256G）曲面屏 官方标配【联保2年+晒单50】,骁龙888,5000万像素,3200万像素,Android,33,4399
头号卖家旗舰店,OPPO,10043000000000,OPPOA96,,,,Android,200+,2099
翼然手机旗舰店,一加,10046300000000,一加一加,其他,其他,其他,其他OS,53,5199
天域手机专营店,Apple,10047900000000,AppleiPhone se 3 5G,,,,iOS,44,3255
耐谷手机旗舰店,小米（MI）,10042500000000,小米（MI）小米12 5G手机,骁龙8 Gen 1,,,Android,200+,3699
茄子手机旗舰店,黑鲨,10047400000000,黑鲨新品,,,,其他,23,3789
烁影手机旗舰店,vivo,10042200000000,vivoS12 Pro,,,,Android,28,3299
东呵东手机专营店,OPPO,10038300000000,OPPOOPPO K9s ,,6400万像素,1200万像素,Android,200+,1399
OKSJ手机旗舰店,Apple,10037100000000,AppleiPhone 13 mini,,,,iOS,500+,4988
耐谷手机旗舰店,Apple,10037900000000,Apple 苹果13 mini iPhone 13 mini 5G手机 星光色 128GB,,,,iOS,200+,5198
奥马科技手机专营店,百事乐（LEBEST）,10039400000000,百事乐（LEBEST）L202108,,,,Android,78,679
OPPO墨白专卖店,OPPO,10034200000000,OPPOPFGM00,天玑700,4800万像素,800万像素,Android,200+,1599
弗瑞尔手机通讯专营店,金立（Gionee）,55323775323,金立（Gionee）T90三老人手机 移动联通电信4G老年手机超长待机 大字大声音直板按键学生备用机 黑色 移动双卡【用坏免费换】,其他,,,功能机,1000+,128
淘金手机旗舰店,黑鲨,10047900000000,黑鲨黑鲨5pro,,,,其他,55,5488
OPPO手机乐良专卖店,OPPO,10040400000000,OPPOK9s,,,,Android,200+,1799
一佳手机专营店,华为（HUAWEI）,10039600000000,华为（HUAWEI）P50,骁龙888 4G,5000万像素,1300万像素,HarmonyOS 2,55,4888
头号卖家旗舰店,小米（MI）,10028500000000,小米（MI）小米11 Ultra,其他,其他,其他,Android,500+,6499
OPPO优品专卖店,OPPO,10041000000000,OPPOReno7se,,,,Android,100+,2299
耐谷手机旗舰店,荣耀（HONOR）,10043600000000,荣耀（HONOR）荣耀X30i,,,,Android,200+,1248
京东之家官方旗舰店,三星（SAMSUNG）,10044100000000,三星（SAMSUNG）Galaxy S22 Ultra,骁龙8 Gen 1,10800万像素,4000万像素,Android,35,10499
SONIM手机专营店,海信（Hisense）,10027300000000,海信（Hisense）D5 防爆手机 工业防爆智能手机 全国可视化对讲 4G全网通 黑色加强版（4000毫安电池）,其他,800万像素,200万像素,Android,200+,1799
博恒聚优手机专营店,荣耀（HONOR）,10041600000000,【24期免息】荣耀Magic3至臻版 5G手机限量版40pro保时捷mte致敬经典a 陶瓷白 12GB+512GB【12期免息】,,,,Android,60,6899
翼然手机旗舰店,一加,10046400000000,一加一加 Ace,天玑8100,,,Android,21,2999
OPPO优品专卖店,OPPO,10041000000000,OPPOReno7se,,,,Android,86,1999
博恒聚优手机专营店,华为（HUAWEI）,10049900000000,【6期免息】华为 HUAWEI P50 Pro 新品手机  万象双环设计 HarmonyOS2 可可茶金 8+256GB (享华为原装66W充电套装),其他,5000万像素,1300万像素,HarmonyOS 2,27,5988
京东之家官方旗舰店,vivo,10042600000000,vivoiQOO 9,,,,Android,200+,3999
京合旗舰店,荣耀（HONOR）,10045400000000,荣耀（HONOR）magic4 pro,,,,Android,3,6999.01
东呵东手机专营店,OPPO,10029000000000,OPPO A53 新品千元5G手机90Hz刷新率 大内存大电量全网通a72/a52升级oppoa53 A53  湖水绿(8G+128G) 5G全网通标配版本【咨询有礼+2年全国联保】,其他,1600万像素,800万像素,Android,500+,1799
东呵东手机专营店,OPPO,10049600000000,OPPOK10,,,,其他,10,2199
千瑞达手机旗舰店,华为（HUAWEI）,10049600000000,华为（HUAWEI）Hi Nova9se,骁龙680,10800万像素,1600万像素,HarmonyOS 2.0.1,28,2499
飞利达手机通讯专营店,真我（realme）,10047200000000,真我（realme）GT Neo3,,,,Android,57,2699
京东之家官方旗舰店,荣耀（HONOR）,10042200000000,荣耀（HONOR）荣耀 畅玩30 Plus,,,,Android,500+,1099
vivo秋隽专卖店,vivo,10046200000000,vivoy33s,天玑700,1300万像素,800万像素,Android,6,2599
东呵东手机专营店,OPPO,10044100000000,OPPOA96,,,,Android,20,1699
飞利达手机通讯专营店,荣耀（HONOR）,10046200000000,荣耀（HONOR）Magic3 Pro,,,,Android,24,4499
博恒聚优手机专营店,荣耀（HONOR）,10042200000000,荣耀 60-60Pro  5G全网通新品旗舰手机 60 亮黑色 8+256GB 【官方标配】,,,,Android,500+,2999
鹏瑶旗舰店,三星（SAMSUNG）,10043300000000,三星（SAMSUNG）Galaxy S21 FE 5G,,,,Android,23,3499
银河信业手机专营店,三星（SAMSUNG）,54461687987,三星（SAMSUNG）三星 SAMSUNG Galaxy Z Flip3,骁龙888,1200万像素,1000万像素,Android,76,7599
酷族数码旗舰店,小米（MI）,10039000000000,小米（MI）Redmi Note 11 Pro+,其他,,,Android,100+,1999
淘金手机旗舰店,黑鲨,10047400000000,黑鲨新品,,,,Android,13,3378
CONQUEST手机旗舰店,CONQUEST,10046000000000,CONQUESTconquest-S28,天玑800U,4800万像素,,Android,7,4388
头号卖家旗舰店,荣耀（HONOR）,10039600000000,荣耀（HONOR）荣耀x30max,,,,Android,200+,2358
OKSJ手机旗舰店,Hi nova,10050600000000,Hi novaHi nova9z,其他,6400万像素,,Android,7,1999
头号卖家旗舰店,OPPO,10041100000000,OPPOReno7 SE,,,,Android,200+,1999
酷族数码旗舰店,真我（realme）,10045200000000,真我（realme）realme真我GT Neo2 ,骁龙870,6400万像素,1600万像素,Android,10,1899
京东之家官方旗舰店,荣耀（HONOR）,10045100000000,荣耀（HONOR）荣耀magic4,,,,Android,26,3999.01
博恒聚优手机专营店,荣耀（HONOR）,10048100000000,荣耀 Play6T Pro 新品5G 全网通 5tpro青春i升级版 手机 钛空银  8GB+256GB(官方标配),,,,Android,32,1599.01
京东之家官方旗舰店,荣耀（HONOR）,10044100000000,新品荣耀60se 5G手机 流光幻镜 8+128G 官方标配（30晒单红包）,,其他,其他,Android,100+,2079
博恒聚优手机专营店,荣耀（HONOR）,10044600000000,【6期免息】荣耀Magic4 Pro 5G 旗舰 新品 魔术3pro升级版 手机 瓷青 12GB+256GB(全网通),,,,Android,17,5899
OKSJ手机旗舰店,华为（HUAWEI）,10046700000000,华为（HUAWEI）华为nova9 SE,,,,HarmonyOS 2,79,4488
博恒聚优手机专营店,中兴（ZTE）,10029600000000,【下单送12选1壕礼】中兴Axon 30Ultra 5G手机 6400万三主摄 144HZ曲面屏 玄黑 8GB+256GB 官方标配+季卡碎屏保,,,,其他,37,3229
头号卖家旗舰店,iQOO,10050900000000,iQOOiQOO Neo6 SE,,,,Android,0,1999
耀不凡旗舰店,华为（HUAWEI）,10048600000000,华为（HUAWEI）nova 9,,,,HarmonyOS 2,500+,2278
索爱手机旗舰店,索爱（soaiy）,10045000000000,索爱（soaiy）S40A,其他,1600万像素,800万像素,Android,25,719
京合旗舰店,Hi nova,10049600000000,【华为智选】Hi nova9se 新品5G手机华为智选 亮黑色 8GB+256GB,,,,Android,7,2699
OPPO优品专卖店,OPPO,10040600000000,OPPOK9s,,,,Android,100+,1799
京合旗舰店,荣耀（HONOR）,10045400000000,荣耀（HONOR）magic4,,,,Android,13,4499.01
联通华盛手机旗舰店,vivo,10047900000000,vivoiQOO U5x,,,,Android,67,889
京东之家官方旗舰店,华为（HUAWEI）,10037200000000,华为（HUAWEI）nova 8,麒麟985,6400万像素,3200万像素,Android,500+,3699
金诚腾达手机旗舰店,金立（Gionee）,10043500000000,金立（Gionee）K13 pro,,,,Android,61,699
机皇手机旗舰店,天语（K-Touch）,61435886534,天语（K-Touch）K10,其他,其他,其他,Android,100+,399
olj欧霖爵手机旗舰店,真我（realme）,10044900000000,Realme真我 GT2 Pro骁龙8 Gen1  360°NFC 2K无级变帧屏50MP双主摄手机 12GB+256GB 锻黑 官方标配,其他,其他,其他,Android,7,3899
OKSJ手机旗舰店,Apple,10037100000000,AppleiPhone 13 Pro Max,,,,iOS,500+,9188
头号卖家旗舰店,小米（MI）,10041900000000,小米（MI）小米11青春活力版,骁龙778G,,,Android,67,1899
OPPO南邦手机专卖店,OPPO,10044100000000,OPPOa96,其他,4800万像素,1600万像素,Android,66,1999
千瑞达手机旗舰店,一加,10049200000000,一加一加 Ace,其他,,,Android,24,2699
京东之家官方旗舰店,一加,10050000000000,一加一加 Ace,,,,Android,31,2999
冰之凯盛手机旗舰店,真我（realme）,10050300000000,realme真我手机GTNeo闪速版65W智慧闪充 全国通5G 天玑1200 6400万索尼主摄 曙光  12+256GB(碎屏险90天+两年保修),,,,Android,7,1799
诺必信手机数码专营店,天语（K-Touch）,10047900000000,天语T12八核智能手机 玻璃机身6.5英寸水滴屏双卡双待可用5G移动联通电信卡下载华.为HMS 黑色 8+256GB,,1600万像素,800万像素,Android,26,879
淘金手机旗舰店,荣耀（HONOR）,10045100000000,荣耀（HONOR）荣耀play5活力版,,,,Android,18,1499
欧霖爵官方旗舰店,荣耀（HONOR）,10044800000000,荣耀畅玩30 Plus 新品5G男女士新款千元手机 魅海蓝 8GB+128GB,其他,1300万像素,500万像素,Android,53,1799
金诚腾达手机旗舰店,朵唯（DOOV）,10037500000000,朵唯（DOOV）MAX,其他,1600万像素,800万像素,Android,15,1399
炜东电商旗舰店,vivo,10042200000000,vivoS12,,,,Android,52,2789
淘金手机旗舰店,黑鲨,10047900000000,黑鲨黑鲨5,,,,其他,11,2788
鹏瑶旗舰店,荣耀（HONOR）,10042200000000,荣耀（HONOR） 荣耀60 SE,,,,Android,61,2069
鹏瑶旗舰店,荣耀（HONOR）,10033200000000,荣耀（HONOR）荣耀X20SE,其他,6400万像素,其他,Android,500+,1299
天润智能手机专营店,金立（Gionee）,10040300000000,金立（Gionee）全网通4G 高清全面屏 老人智能手机 学生微信视频八核游戏拍照手机人脸指纹识别 紫光之境（8G+128G）,,1600万像素,800万像素,Android,78,699
久汇通手机旗舰店,三星（SAMSUNG）,10026500000000,三星（SAMSUNG）Galaxy S21 FE,骁龙888,,,Android,1000+,4999
冰之凯盛手机旗舰店,真我（realme）,10049800000000,realme 真我Q3s 5G全网通手机【Q3Pro可选】 8+128G 星云色 官方标配 (碎屏险90天+两年保修),骁龙778G Plus,其他,其他,Android,17,1399
疆界互联旗舰店,华为（HUAWEI）,10041800000000,华为智选 麦芒10 5G手机 曜石黑 8G+128G 全网通,,4000万像素,,Android,500+,1899
淘金手机旗舰店,荣耀（HONOR）,10031100000000,荣耀（HONOR）荣耀Play5,天玑800U,6400万像素,1600万像素,Android,90,1799
博恒聚优手机专营店,小米（MI）,10044600000000,【12期免息】Redmi 红米K50电竞版 全线拉满的冷血旗舰 5G智能电竞游戏手机 小米手机 AMG F1 冠军版 12+256GB,,,,Android,38,4799
京东之家官方旗舰店,小米（MI）,10044500000000,小米（MI）红米K50电竞版,骁龙8 Gen 1,,,Android,100+,3899
天润智能手机专营店,金立（Gionee）,10043700000000,金立（Gionee）V5,其他,,,功能机,100+,159
华飞手机专营店,华为（HUAWEI）,68542290298,华为（HUAWEI）nova 7 Pro,麒麟985,其他,其他,Android,200+,3299
华飞手机专营店,华为（HUAWEI）,10025900000000,华为（HUAWEI）nova 8,其他,其他,其他,其他OS,100+,3299
京铠玄手机旗舰店,华为（HUAWEI）,10034100000000,华为（HUAWEI）HUAWEI nova 8 Pro,麒麟985,6400万像素,3200万像素,其他OS,1000+,3199
佳沪电商旗舰店,荣耀（HONOR）,10035400000000,荣耀（HONOR）荣耀magic3,骁龙888,5000万像素,1300万像素,Android,200+,3789
OPPO南邦手机专卖店,OPPO,54899257825,OPPOA32,其他,其他,,Android,2000+,1139
疆界互联旗舰店,华为（HUAWEI）,10041800000000,华为（HUAWEI）华为 P50 Pocket ,骁龙888,,,HarmonyOS 2,1000+,8758
京合旗舰店,荣耀（HONOR）,10031900000000,荣耀（HONOR）荣耀50 SE,天玑900,1亿像素,1600万像素,Android,1万+,1989
多亲（QIN）京东自营旗舰店,多亲（QIN）,100028000000,多亲F21 Pro+,其他,500万像素,200万像素,Android,1万+,759
飞利浦手机京东自营旗舰店,飞利浦（PHILIPS）,100032000000,飞利浦E366,,无后置摄像头,无前置摄像头,功能机,5000+,179
纽曼手机旗舰店,纽曼（Newman）,10050200000000,纽曼（Newman）A90（A90pro）,,,,Android,500+,499
天翼电信京东自营旗舰店,荣耀（HONOR）,100031000000,荣耀荣耀X30,,,,Android,2000+,1799
奥马科技手机专营店,百事乐（LEBEST）,10043700000000,百事乐（LEBEST）L202109,,,,Android,200+,499
炜东电商旗舰店,小米（MI）,10038600000000,小米（MI）红米Note11,天玑810,,,Android,5000+,1299
京铠玄手机旗舰店,小米（MI）,10025700000000,小米（MI）Redmi Note9 4G,骁龙662,4800万像素,800万像素,Android,2000+,1219
京东移动生态自营专区,Apple,100018000000,AppleiPhone 13 Pro Max,,,,iOS,5000+,9799
,康佳（KONKA）,100022000000,康佳20,,,,功能机,1000+,109
iQOO官方旗舰店,vivo,10042600000000,vivoiQOO 9 Pro,骁龙8 Gen 1,5000万像素,1600万像素,Android,1000+,4999
vivo京东自营官方旗舰店,vivo,100032000000,vivoY10 (t1版),其他,1300万像素,800万像素,Android,500+,999
OPPO官方直营旗舰店,OPPO,10026200000000,OPPOA93,其他,4800万像素,800万像素,Android,1万+,1799
纽曼京东自营官方旗舰店,纽曼（Newman）,6035572,纽曼F6,其他,无后置摄像头,无前置摄像头,功能机,5万+,155
天天数码二手手机专营店,OPPO,10030900000000,OPPOR9,,,,,500+,328
天语手机京东自营官方旗舰店,天语（K-TOUCH）,100018000000,天语N1 4G,其他,其他,其他,功能机,10万+,198
京东之家官方旗舰店,vivo,10046600000000,vivoY32,,,,Android,200+,869
realme真我京东自营旗舰店,真我（realme）,100019000000,真我V25,其他,6400万像素,1600万像素,Android,200+,1999
中国电信自营旗舰店,小米,100032000000,小米Redmi 9A,其他,1300万像素,500万像素,Android,1000+,593
疆界互联旗舰店,荣耀（HONOR）,10029800000000,荣耀（HONOR）荣耀畅玩20,,,,Android,1万+,1999
iQOO耀诚鑫专卖店,iQOO,10026900000000,vivo iQOO Neo5【下单好礼】5G 66W闪充骁龙870游戏散热学生智能拍照手机 云影蓝12G+256G 标配版,其他,4800万像素,1600万像素,Android,1万+,2699
索爱（soaiy）手机京东自营旗舰店,索爱（soaiy）,100028000000,索爱S08A,其他,1600万像素,800万像素,Android,5000+,699
茄子手机旗舰店,小米（MI）,10024800000000,小米（MI）note9,,,,,2万+,1299
多亲（QIN）京东自营旗舰店,多亲（QIN）,100012000000,多亲Qin 1s+,其他,其他,其他,功能机,1万+,379
OPPO京东自营官方旗舰店,OPPO,100017000000,OPPO Reno5 5G,骁龙765G,6400万像素,3200万像素,其他OS,20万+,1799
天域手机专营店,华为（HUAWEI）,10044100000000,"荣,耀Play5T 手机5000mAh大电池 22.5w闪充 6.5英寸护眼屏 新品手机 极光蓝【90天碎屏险套装】 全网通(8+128G)",Unisoc T610,1300万像素,,Android,200+,998
诺基亚手机京东自营旗舰店,诺基亚（NOKIA）,100014000000,诺基亚150,其他,其他,无前置摄像头,功能机,5万+,219
酷族数码旗舰店,Apple,10037200000000,AppleiPhone 13,其他,,,iOS,5万+,5469
锐敏二手商品专营店,华为（HUAWEI）,59264568003,华为（HUAWEI）华为 (HUAWEI) nova3,麒麟970,2400万像素,1600万像素,HarmonyOS 2.0.1,5000+,670
三星官翻手机旗舰店,三星（SAMSUNG）,47851534685,三星（SAMSUNG）SM-G9730,,,,Android,2000+,2099
飞利浦手机京东自营旗舰店,飞利浦（PHILIPS）,100005000000,飞利浦E319,其他,其他,无前置摄像头,功能机,20万+,175
炜东电商旗舰店,华为（HUAWEI）,10041500000000,华为（HUAWEI）Hi nova9,,,,Android,2000+,2749
华飞手机专营店,华为（HUAWEI）,10048800000000,华为（HUAWEI） 畅享20,,,,Android,1000+,868
京东之家官方旗舰店,OPPO,10031400000000,OPPOA93,,,,,2000+,1199
谷风羽二手手机专营店,Apple,10024500000000,Apple苹果6 iphone6,,,,,1万+,446
江苏移动京东自营店,荣耀（HONOR）,100033000000,荣耀荣耀60,骁龙778G,,,Android,100+,2999
诺基亚手机京东自营旗舰店,诺基亚（NOKIA）,100007000000,诺基亚125,其他,无后置摄像头,无前置摄像头,功能机,5万+,179
iQOO官方旗舰店,vivo,10038500000000,vivovivo iQOO Z5x,天玑900,,800万像素,Android,500+,1299
一诺优品二手手机专营店,OPPO,10027000000000,OPPO A11x 二手手机 4800万四摄防抖 高通芯片 95新 香草薄荷  8GB+128GB,,,,,2000+,775
上海电信京东自营旗舰店,华为（HUAWEI）,100016000000,华为nova 8 Pro,麒麟985,,,EMUI 11.0（基于Android 10）（可HOTA升级至HarmonyOS，具体升级时间以官方公布的HOTA升级计划为准）,500+,4499
OPPO官方直营旗舰店,OPPO,10048600000000,OPPOK10 Pro,其他,其他,其他,Android,200+,3199
三星官翻手机旗舰店,三星（SAMSUNG）,66193946745,三星（SAMSUNG）N9760,,,,Android,2000+,3699
飞利浦手机京东自营旗舰店,飞利浦（PHILIPS）,100004000000,飞利浦E219,其他,其他,无前置摄像头,功能机,5万+,283
掌视界数码旗舰店,华为（HUAWEI）,10037500000000,华为（HUAWEI）NOVA9,,,,HarmonyOS 2,1万+,2819
广东联通京东自营旗舰店,OPPO,100028000000,OPPOA11s,,,,其他OS,1000+,1069
飞利浦手机京东自营旗舰店,飞利浦（PHILIPS）,100004000000,飞利浦E518,其他,200万像素,其他,Android,2万+,391
伟德手机专营店,荣耀（HONOR）,10033100000000,荣耀（HONOR）荣耀play5t,其他,1300万像素,500万像素,Android,5000+,1029
Hi nova京东自营旗舰店,Hi nova,100030000000,Hi nova9 Pro,骁龙778G,5000万像素,3200万像素,Android,5000+,3799
,飞利浦（PHILIPS）,100000000000,飞利浦E256S,其他,其他,无前置摄像头,功能机,10万+,288
拍拍严选官方旗舰店,华为（HUAWEI）,10040800000000,华为 HUAWEI Mate30 5G 安卓智能 二手手机 亮黑色 8GB+128GB,,,,,2000+,2366
准正二手手机专营店,OPPO,47589021180,OPPO A5 二手手机 全面屏拍照手机 全网通 移动联通电信4G 双卡双待 手机二手 9新 幻境蓝 3G+64G（全网通）,,,,,500+,348
荣耀京东自营旗舰店,荣耀（HONOR）,100029000000,荣耀50 SE 5G,天玑900,,,Android,10万+,2499
顺顺智二手商品专营店,华为（HUAWEI）,10020000000000,华为（HUAWEI）畅享10e,,,,,1000+,478
荣耀京东自营旗舰店,荣耀（HONOR）,100023000000,荣耀X20 SE 5G,天玑700,6400万像素,1600万像素,Android,10万+,1499
