店铺名称,手机品牌,商品编号,商品名称,CPU型号,后摄主摄像素,前摄主摄像素,系统,商品评价量,手机价格
耀不凡旗舰店,华为,10048600000000,华为（HUAWEI）nova 9,骁龙778G 4G,5000万像素,3200万像素,HarmonyOS 2,500+,2278.0
索爱手机旗舰店,索爱,10045000000000,索爱（soaiy）S40A,其他,1600万像素,800万像素,Android,25,719.0
京合旗舰店,Hi nova,10049600000000,,其他,其他,其他,Android,7,2699.0
OPPO优品专卖店,OPPO,10040600000000,OPPOK9s,骁龙778G,6400万像素,1600万像素,Android,100+,1799.0
京合旗舰店,荣耀,10045400000000,荣耀（HONOR）magic4,其他,其他,其他,Android,13,4499.01
联通华盛手机旗舰店,vivo,10047900000000,vivoiQOO U5x,骁龙680,1300万像素,800万像素,Android,67,889.0
京东之家官方旗舰店,华为,10037200000000,华为（HUAWEI）nova 8,麒麟985,6400万像素,3200万像素,Android,500+,3699.0
金诚腾达手机旗舰店,金立,10043500000000,金立（Gionee）K13 pro,其他,其他,其他,Android,61,699.0
机皇手机旗舰店,天语,61435886534,天语（K-Touch）K10,其他,其他,其他,Android,100+,399.0
olj欧霖爵手机旗舰店,真我,10044900000000,Realme真我 GT2 Pro骁龙8 Gen1  360°NFC 2K无级变帧屏50MP双主摄,其他,其他,其他,Android,7,3899.0
OKSJ手机旗舰店,Apple,10037100000000,AppleiPhone 13 Pro Max,其他,1200万像素,1200万像素,iOS,500+,9188.0
头号卖家旗舰店,小米,10041900000000,小米（MI）小米11青春活力版,骁龙778G,其他,其他,Android,67,1899.0
OPPO南邦手机专卖店,OPPO,10044100000000,OPPOa96,其他,4800万像素,1600万像素,Android,66,1999.0
千瑞达手机旗舰店,一加,10049200000000,一加一加 Ace,其他,其他,其他,Android,24,2699.0
京东之家官方旗舰店,一加,10050000000000,一加一加 Ace,天玑8100,其他,其他,Android,31,2999.0
冰之凯盛手机旗舰店,真我,10050300000000,realme真我,其他,其他,其他,Android,7,1799.0
诺必信手机数码专营店,天语,10047900000000,天语T12八核智能,其他,1600万像素,800万像素,Android,26,879.0
淘金手机旗舰店,荣耀,10045100000000,荣耀（HONOR）荣耀play5活力版,其他,其他,其他,Android,18,1499.0
欧霖爵官方旗舰店,荣耀,10044800000000,荣耀畅玩30 Plus ,其他,1300万像素,500万像素,Android,53,1799.0
金诚腾达手机旗舰店,朵唯,10037500000000,朵唯（DOOV）MAX,其他,1600万像素,800万像素,Android,15,1399.0
炜东电商旗舰店,vivo,10042200000000,vivoS12,天玑1100,10800万像素,4400万像素,Android,52,2789.0
淘金手机旗舰店,黑鲨,10047900000000,黑鲨黑鲨5,其他,其他,其他,其他,11,2788.0
鹏瑶旗舰店,荣耀,10042200000000,荣耀（HONOR） 荣耀60 SE,其他,其他,其他,Android,61,2069.0
鹏瑶旗舰店,荣耀,10033200000000,荣耀（HONOR）荣耀X20SE,其他,6400万像素,其他,Android,500+,1299.0
天润智能手机专营店,金立,10040300000000,金立（Gionee）全网通,其他,1600万像素,800万像素,Android,78,699.0
久汇通手机旗舰店,三星,10026500000000,三星（SAMSUNG）Galaxy S21 FE,骁龙888,其他,其他,Android,1000+,4999.0
冰之凯盛手机旗舰店,真我,10049800000000,realme 真我Q3s ,骁龙778G Plus,其他,其他,Android,17,1399.0
疆界互联旗舰店,华为,10041800000000,华为智选 麦芒10 ,其他,4000万像素,其他,Android,500+,1899.0
淘金手机旗舰店,荣耀,10031100000000,荣耀（HONOR）荣耀Play5,天玑800U,6400万像素,1600万像素,Android,90,1799.0
博恒聚优手机专营店,小米,10044600000000,,其他,其他,其他,Android,38,4799.0
京东之家官方旗舰店,小米,10044500000000,小米（MI）红米K50电竞版,骁龙8 Gen 1,其他,其他,Android,100+,3899.0
天润智能手机专营店,金立,10043700000000,金立（Gionee）V5,其他,其他,其他,功能机,100+,159.0
华飞手机专营店,华为,68542290298,华为（HUAWEI）nova 7 Pro,麒麟985,其他,其他,Android,200+,3299.0
华飞手机专营店,华为,10025900000000,华为（HUAWEI）nova 8,其他,其他,其他,其他,100+,3299.0
京铠玄手机旗舰店,华为,10034100000000,华为（HUAWEI）HUAWEI nova 8 Pro,麒麟985,6400万像素,3200万像素,其他,1000+,3199.0
佳沪电商旗舰店,荣耀,10035400000000,荣耀（HONOR）荣耀magic3,骁龙888,5000万像素,1300万像素,Android,200+,3789.0
OPPO南邦手机专卖店,OPPO,54899257825,OPPOA32,其他,其他,其他,Android,2000+,1139.0
疆界互联旗舰店,华为,10041800000000,华为（HUAWEI）华为 P50 Pocket ,骁龙888,其他,其他,HarmonyOS 2,1000+,8758.0
京合旗舰店,荣耀,10031900000000,荣耀（HONOR）荣耀50 SE,天玑900,1亿像素,1600万像素,Android,1万+,1989.0
多亲（QIN）京东自营旗舰店,多亲,100028000000,多亲F21 Pro+,其他,500万像素,200万像素,Android,1万+,759.0
飞利浦手机京东自营旗舰店,飞利浦,100032000000,飞利浦E366,其他,无后置摄像头,无前置摄像头,功能机,5000+,179.0
纽曼手机旗舰店,纽曼,10050200000000,纽曼（Newman）A90（A90pro）,其他,其他,其他,Android,500+,499.0
天翼电信京东自营旗舰店,荣耀,100031000000,荣耀荣耀X30,其他,其他,其他,Android,2000+,1799.0
奥马科技手机专营店,百事乐,10043700000000,百事乐（LEBEST）L202109,其他,其他,其他,Android,200+,499.0
炜东电商旗舰店,小米,10038600000000,小米（MI）红米Note11,天玑810,5000万像素,1600万像素,Android,5000+,1299.0
京铠玄手机旗舰店,小米,10025700000000,小米（MI）Redmi Note9 ,骁龙662,4800万像素,800万像素,Android,2000+,1219.0
京东移动生态自营专区,Apple,100018000000,AppleiPhone 13 Pro Max,其他,1200万像素,1200万像素,iOS,5000+,9799.0
iQOO官方旗舰店,vivo,10042600000000,vivoiQOO 9 Pro,骁龙8 Gen 1,5000万像素,1600万像素,Android,1000+,4999.0
vivo京东自营官方旗舰店,vivo,100032000000,vivoY10 (t1版),其他,1300万像素,800万像素,Android,500+,999.0
OPPO官方直营旗舰店,OPPO,10026200000000,OPPOA93,其他,4800万像素,800万像素,Android,1万+,1799.0
纽曼京东自营官方旗舰店,纽曼,6035572,纽曼F6,其他,无后置摄像头,无前置摄像头,功能机,5万+,155.0
天天数码二手手机专营店,OPPO,10030900000000,OPPOR9,其他,其他,其他,其他,500+,328.0
天语手机京东自营官方旗舰店,天语,100018000000,天语N1 ,其他,其他,其他,功能机,10万+,198.0
京东之家官方旗舰店,vivo,10046600000000,vivoY32,其他,1300万像素,800万像素,Android,200+,869.0
realme真我京东自营旗舰店,真我,100019000000,真我V25,其他,6400万像素,1600万像素,Android,200+,1999.0
中国电信自营旗舰店,小米,100032000000,小米Redmi 9A,其他,1300万像素,500万像素,Android,1000+,593.0
疆界互联旗舰店,荣耀,10029800000000,荣耀（HONOR）荣耀畅玩20,其他,其他,其他,Android,1万+,1999.0
iQOO耀诚鑫专卖店,iQOO,10026900000000,vivo iQOO Neo5,其他,4800万像素,1600万像素,Android,1万+,2699.0
索爱（soaiy）手机京东自营旗舰店,索爱,100028000000,索爱S08A,其他,1600万像素,800万像素,Android,5000+,699.0
茄子手机旗舰店,小米,10024800000000,小米（MI）note9,其他,其他,其他,其他,2万+,1299.0
多亲（QIN）京东自营旗舰店,多亲,100012000000,多亲Qin 1s+,其他,其他,其他,功能机,1万+,379.0
OPPO京东自营官方旗舰店,OPPO,100017000000,OPPO Reno5 ,骁龙765G,6400万像素,3200万像素,其他,20万+,1799.0
天域手机专营店,华为,10044100000000,"荣,耀Play5T ",Unisoc T610,1300万像素,其他,Android,200+,998.0
诺基亚手机京东自营旗舰店,诺基亚,100014000000,诺基亚150,其他,其他,无前置摄像头,功能机,5万+,219.0
酷族数码旗舰店,Apple,10037200000000,AppleiPhone 13,其他,1200万像素,1200万像素,iOS,5万+,5469.0
锐敏二手商品专营店,华为,59264568003,华为（HUAWEI）华为 (HUAWEI) nova3,麒麟970,2400万像素,1600万像素,HarmonyOS 2.0.1,5000+,670.0
三星官翻手机旗舰店,三星,47851534685,三星（SAMSUNG）SM-G9730,其他,其他,其他,Android,2000+,2099.0
飞利浦手机京东自营旗舰店,飞利浦,100005000000,飞利浦E319,其他,其他,无前置摄像头,功能机,20万+,175.0
炜东电商旗舰店,华为,10041500000000,华为（HUAWEI）Hi nova9,其他,其他,其他,Android,2000+,2749.0
华飞手机专营店,华为,10048800000000,华为（HUAWEI） 畅享20,其他,其他,其他,Android,1000+,868.0
京东之家官方旗舰店,OPPO,10031400000000,OPPOA93,其他,4800万像素,800万像素,Android,2000+,1199.0
谷风羽二手手机专营店,Apple,10024500000000,Apple苹果6 iphone6,其他,其他,其他,其他,1万+,446.0
江苏移动京东自营店,荣耀,100033000000,荣耀荣耀60,骁龙778G,10800万像素,3200万像素,Android,100+,2999.0
诺基亚手机京东自营旗舰店,诺基亚,100007000000,诺基亚125,其他,无后置摄像头,无前置摄像头,功能机,5万+,179.0
iQOO官方旗舰店,vivo,10038500000000,vivovivo iQOO Z5x,天玑900,其他,800万像素,Android,500+,1299.0
一诺优品二手手机专营店,OPPO,10027000000000,OPPO A11x 二手,其他,其他,其他,其他,2000+,775.0
上海电信京东自营旗舰店,华为,100016000000,华为nova 8 Pro,麒麟985,6400万像素,3200万像素,EMUI 11.0（基于Android 10）（可HOTA升级至HarmonyOS，具体升级时间以官方公布的HOTA升级计划为准）,500+,4499.0
OPPO官方直营旗舰店,OPPO,10048600000000,OPPOK10 Pro,其他,其他,其他,Android,200+,3199.0
三星官翻手机旗舰店,三星,66193946745,三星（SAMSUNG）N9760,其他,其他,其他,Android,2000+,3699.0
飞利浦手机京东自营旗舰店,飞利浦,100004000000,飞利浦E219,其他,其他,无前置摄像头,功能机,5万+,283.0
掌视界数码旗舰店,华为,10037500000000,华为（HUAWEI）NOVA9,其他,其他,其他,HarmonyOS 2,1万+,2819.0
广东联通京东自营旗舰店,OPPO,100028000000,OPPOA11s,其他,1300万像素,800万像素,其他,1000+,1069.0
飞利浦手机京东自营旗舰店,飞利浦,100004000000,飞利浦E518,其他,200万像素,其他,Android,2万+,391.0
伟德手机专营店,荣耀,10033100000000,荣耀（HONOR）荣耀play5t,其他,1300万像素,500万像素,Android,5000+,1029.0
Hi nova京东自营旗舰店,Hi nova,100030000000,Hi nova9 Pro,骁龙778G,5000万像素,3200万像素,Android,5000+,3799.0
拍拍严选官方旗舰店,华为,10040800000000,华为 HUAWEI Mate30 ,其他,其他,其他,其他,2000+,2366.0
准正二手手机专营店,OPPO,47589021180,OPPO A5 二手,其他,其他,其他,其他,500+,348.0
荣耀京东自营旗舰店,荣耀,100029000000,荣耀50 SE ,天玑900,其他,其他,Android,10万+,2499.0
顺顺智二手商品专营店,华为,10020000000000,华为（HUAWEI）畅享10e,其他,其他,其他,Android,1000+,478.0
荣耀京东自营旗舰店,荣耀,100023000000,荣耀X20 SE ,天玑700,6400万像素,1600万像素,Android,10万+,1499.0
京合旗舰店,荣耀,10031900000000,荣耀（HONOR）荣耀 50 Pro,骁龙778G,10800万像素,3200万像素,Android,2000+,2989.0
众盛手机专营店,荣耀,67286554733,荣耀（HONOR）9A,MT6765,1300万像素,800万像素,Android,1万+,849.0
vivo官方旗舰店,vivo,10040000000000,vivoY30,其他,1300万像素,800万像素,Android,1万+,1299.0
优爱特手机专营店,真我,10029000000000,真我（realme）realme 真我 X7Pro 至尊版,天玑1000plus,6400万像素,3200万像素,Android,2000+,2109.0
OPPO南邦手机专卖店,OPPO,10024900000000,OPPOA32,其他,1300万像素,800万像素,Android,2000+,799.0
疆界互联旗舰店,Apple,10035700000000,Apple 苹果iPhone 13 (A2634) ,其他,其他,其他,iOS,2万+,5447.0
摩托罗拉手机官方旗舰店,摩托罗拉,10047500000000,摩托罗拉（Motorola）S30冠军版,骁龙888 Plus,10800万像素,1600万像素,Android,500+,2499.0
魅族京东自营旗舰店,魅族,100027000000,魅族18s Pro,骁龙888 Plus,5000万像素,4400万像素,Android,5000+,4599.0
天翼电信京东自营旗舰店,OPPO,100017000000,OPPOReno7,骁龙778G,6400万像素,3200万像素,Android,1000+,2599.0
中国电信自营旗舰店,vivo,100036000000,vivoiQOO U5x,骁龙680,1300万像素,800万像素,Android,500+,869.0
掌视界数码旗舰店,华为,10022900000000,华为（HUAWEI）华为 Mate40 Pro,其他,5000万像素,1300万像素,Android,2万+,7469.0
中国电信自营旗舰店,荣耀,100035000000,荣耀荣耀60 SE,其他,其他,其他,Android,1000+,2499.0
准正二手手机专营店,小米,62062556926,小米（MI） 红米4A 二手,其他,其他,其他,其他,1000+,198.0
愉快二手手机专营店,华为,33106401369,华为（HUAWEI）nova4,其他,其他,其他,其他,1000+,749.0
金点优选手机旗舰店,朵唯,10037400000000,朵唯（DOOV）D30 Pro,其他,其他,其他,Android,5000+,499.0
天翼电信京东自营旗舰店,麦芒,100011000000,麦芒麦芒9,其他,6400万像素,1600万像素,Android,2000+,1299.0
中国电信自营旗舰店,Apple,100020000000,AppleiPhone 13,其他,1200万像素,1200万像素,iOS,1万+,5399.0
炜东电商旗舰店,华为,10025600000000,华为（HUAWEI）nova 8,麒麟985,6400万像素,3200万像素,Android,2万+,3299.0
头号卖家旗舰店,vivo,10034800000000,vivoiQOO 8,骁龙888,4800万像素,1600万像素,Android,2000+,2999.0
努比亚京东自营旗舰店,努比亚,100011000000,努比亚红魔6R,骁龙888,6400万像素,1600万像素,Android,1万+,3099.0
掌视界数码旗舰店,华为,10037600000000,华为（HUAWEI）p50pro/p50,其他,其他,其他,HarmonyOS 2,2000+,5958.0
天天数码二手手机专营店,vivo,10022100000000,vivovivo Y66,其他,其他,其他,其他,5000+,238.0
朵唯手机京东自营旗舰店,朵唯,100015000000,朵唯朵唯 D50 Pro,其他,1600万像素,800万像素,Android,2000+,659.0
上海电信京东自营旗舰店,华为,100030000000,华为Mate 40 Pro,麒麟9000,5000万像素,1300万像素,EMUI 11.0（基于Android 10）（可HOTA升级至HarmonyOS，具体升级时间以官方公布的HOTA升级计划为准）,2000+,7499.0
AGM京东自营官方旗舰店,AGM,100026000000,AGMM7,其他,其他,其他,功能机,2000+,585.0
小米移动京东自营旗舰店,小米,100020000000,小米Redmi K40S,骁龙870,4800万像素,2000万像素,Android,200+,1999.0
拍拍严选官方旗舰店,Apple,67019983604,Apple苹果 iPhone 11 Pro,其他,其他,其他,其他,1万+,4079.0
山东电信京东自营旗舰店,vivo,100016000000,vivoiQOO Z5,骁龙778G,6400万像素,1600万像素,Android,1000+,1989.0
京东移动生态自营专区,iQOO,100021000000,iQOONEO5SE,其他,其他,其他,Android,55,2299.0
疆界互联旗舰店,荣耀,10041700000000,荣耀（HONOR）荣耀30Plus,其他,其他,其他,Android,2000+,1999.0
上海电信京东自营旗舰店,荣耀,100018000000,荣耀荣耀X30,其他,其他,其他,Android,2000+,2099.0
和英科技手机专营店,索爱,10029900000000,索爱（soaiy）P90,其他,其他,1300万像素,Android,2000+,999.0
炜东电商旗舰店,小米,10039000000000,小米（MI）红米note11pro,天玑920,其他,其他,Android,5000+,1999.0
小龙马二手手机专营店,OPPO,10045800000000,OPPOOPPO R9s,其他,其他,其他,其他,500+,326.0
炜东电商旗舰店,真我,10026700000000,realme 真我GT ,骁龙888,6400万像素,1600万像素,Android,500+,1899.0
飞利浦手机京东自营旗舰店,飞利浦,100012000000,飞利浦E529,其他,其他,其他,功能机,1万+,219.0
天润智能手机专营店,海语,10044900000000,海语（HAIYU）V1M,其他,1300万像素,1300万像素,Android,500+,399.0
久汇通手机旗舰店,华为,10031700000000,华为（HUAWEI）nova 9se,其他,10800万像素,1600万像素,Android,2000+,2689.0
京东之家官方旗舰店,OPPO,10045900000000,OPPOReno6 Pro,天玑1200,6400万像素,3200万像素,Android,200+,2449.0
博恒聚优手机专营店,OPPO,10040900000000,OPPOOPPO Reno7 Pro,其他,其他,其他,Android,500+,4199.0
天翼电信京东自营旗舰店,OPPO,100021000000,OPPOA96,其他,4800万像素,1600万像素,Android,500+,2249.0
京东移动生态自营专区,荣耀,100033000000,荣耀荣耀 X30i ,其他,其他,其他,Android,1000+,1269.0
谷风羽二手手机专营店,Apple,10024500000000,Apple苹果5s iPhone5s,其他,其他,其他,其他,2000+,346.0
准正二手手机专营店,OPPO,47795864774,OPPO R9 二手,其他,其他,其他,其他,1000+,308.0
伟德手机专营店,小米,72045412013,小米（MI）红米9A,其他,1300万像素,500万像素,Android,2万+,609.0
拍拍严选官方旗舰店,Apple,10023900000000,AppleApple iPhone 12,其他,其他,其他,其他,2万+,3929.0
纽曼京东自营官方旗舰店,纽曼,100021000000,纽曼K99 mini,其他,无后置摄像头,无前置摄像头,功能机,1万+,129.0
四川电信京东自营旗舰店,荣耀,100026000000,荣耀,其他,6400万像素,其他,Android,500+,1099.0
中国电信自营旗舰店,vivo,100031000000,vivoiQOO Neo5 SE,骁龙870,5000万像素,1600万像素,其他,1000+,1749.0
Apple产品京东自营旗舰店,Apple,100027000000,AppleiPhone 13 mini,其他,1200万像素,1200万像素,iOS,10万+,7299.0
飞利浦手机京东自营旗舰店,飞利浦,100015000000,飞利浦E308,其他,其他,其他,功能机,1万+,195.0
天翼电信京东自营旗舰店,OPPO,100027000000,OPPOK9 Pro,天玑1200,6400万像素,1600万像素,Android,1000+,2199.0
卡仕盾优品二手手机专营店,APPLE,10024200000000,APPLEApple iPhone 8 Plus,其他,其他,其他,其他,2万+,1269.0
OPPO京东自营官方旗舰店,OPPO,100018000000,OPPOFind X3 Pro,骁龙888,5000万像素,3200万像素,Android,5万+,5499.0
江苏移动京东自营店,荣耀,100019000000,荣耀荣耀50 SE,天玑900,6400万像素,1600万像素,Android,76,1699.0
京东电竞手机官方旗舰店,荣耀,10033400000000,荣耀畅玩20 5000mAh大电池 老人学生智能,Unisoc T610,1300万像素,500万像素,Android,1000+,899.0
vivo官方旗舰店,vivo,10049100000000,vivoX80,其他,5000万像素,3200万像素,Android,200+,3999.0
中国电信自营旗舰店,vivo,100028000000,vivoT1,骁龙778G,6400万像素,1600万像素,Android,200+,2169.0
摩托罗拉手机京东自营官方旗舰店,摩托罗拉,100031000000,摩托罗拉moto g71,其他,5000万像素,1600万像素,Android,500+,1599.0
微炫数码旗舰店,小米,10024800000000,小米 Redmi 红米Note9 ,其他,其他,其他,Android,5000+,1089.0
京东移动生态自营专区,荣耀,100033000000,荣耀荣耀 60 Pro,其他,其他,其他,Android,100+,3699.0
诺基亚手机京东自营旗舰店,诺基亚,100028000000,诺基亚225,其他,其他,无前置摄像头,功能机,2000+,329.0
京东电竞手机官方旗舰店,Apple,10038300000000,AppleiPhone13 Pro,其他,其他,其他,iOS,2000+,8618.0
iQOO官方旗舰店,vivo,10037900000000,vivoiQOO 7,骁龙888,4800万像素,1600万像素,Android,2万+,2798.0
京东移动生态自营专区,荣耀,100037000000,荣耀荣耀Play6T,其他,其他,其他,Android,24,1199.0
天翼电信京东自营旗舰店,小米,100021000000,小米Redmi Note9 Pro,骁龙750G,1亿像素,1600万像素,Android,2000+,1339.0
中兴京东自营官方旗舰店,中兴,100020000000,中兴ZTE A2022P,骁龙888,6400万像素,1600万像素,Android,2000+,4698.0
OPPO优品专卖店,OPPO,10031200000000,OPPOReno6 pro,其他,6400万像素,3200万像素,Android,2000+,2499.0
金诚旗舰店,朵唯,10038700000000,朵唯（DOOV）D11 pro,其他,1600万像素,800万像素,Android,1000+,619.0
华为京东自营官方旗舰店,麦芒,100013000000,麦芒麦芒10SE,其他,1300万像素,800万像素,其他,1万+,1699.0
秦王湖手机旗舰店,荣耀,10043700000000,荣耀X30 ,其他,其他,其他,Android,2000+,2299.0
索爱（soaiy）手机京东自营旗舰店,索爱,100027000000,索爱20280712Q,其他,1600万像素,800万像素,Android,2000+,619.0
飞利浦手机京东自营旗舰店,飞利浦,8184520,飞利浦E163K,其他,其他,无前置摄像头,功能机,5万+,119.0
飞利浦手机京东自营旗舰店,飞利浦,100011000000,飞利浦E533,其他,其他,其他,功能机,5000+,489.0
锐敏二手商品专营店,荣耀,10039500000000,荣耀（honor）华为荣耀20,麒麟980,4800万像素,3200万像素,HarmonyOS 2.0.1,500+,1020.0
广东联通京东自营旗舰店,荣耀,100031000000,荣耀荣耀X30,其他,其他,其他,Android,500+,1859.0
一佳手机专营店,荣耀,10031200000000,荣耀Play5T / Play5TPro 全网通,Unisoc T610,1300万像素,500万像素,Android,2000+,969.0
京铠玄手机旗舰店,华为,10045500000000,华为mate40epro ,其他,5000万像素,1300万像素,HarmonyOS 2,1000+,7149.0
耐谷手机旗舰店,Apple,10037900000000,Apple 苹果13 iPhone 13 支持移动联通电信,其他,其他,其他,iOS,1万+,5498.0
天润智能手机专营店,索野,10049800000000,,其他,1600万像素,1300万像素,Android,100+,299.0
华信通手机专营店,荣耀,10033200000000,荣耀X20SE ,天玑900,6400万像素,1600万像素,Android,5000+,1329.0
纽曼京东自营官方旗舰店,纽曼,100011000000,纽曼L8,其他,无后置摄像头,无前置摄像头,功能机,5万+,99.0
京东之家官方旗舰店,荣耀,10038900000000,荣耀（HONOR）荣耀X30i,其他,其他,其他,Android,2000+,1249.0
沪淼手机专营店,华为,10046900000000,华为 HUAWEI 畅享20 AI三摄闪拍 5000mAh大电池 ,其他,其他,其他,Android,1000+,768.0
小米手机官方旗舰店,小米,10032600000000,Redmi Note10 Pro ,天玑1100,6400万像素,1600万像素,Android,2万+,1899.0
京东移动生态自营专区,OPPO,100037000000,OPPOK9x,天玑810,6400万像素,1600万像素,Android,200+,1699.0
唯尔优品二手商品专营店,OPPO,60992076267,OPPO A37 二手,其他,其他,其他,其他,1万+,199.0
天翼电信京东自营旗舰店,荣耀,100025000000,荣耀荣耀X20,天玑900,6400万像素,1600万像素,Android,5000+,1689.0
天翼电信京东自营旗舰店,小米,100012000000,小米红米Note,其他,其他,其他,Android,2000+,1499.0
准正二手手机专营店,华为,10048800000000,华为 畅享6S 二手,其他,其他,其他,其他,5000+,268.0
天天数码二手手机专营店,OPPO,10021800000000,OPPOOPPO R9S,其他,其他,其他,其他,1000+,388.0
iQOO官方旗舰店,vivo,10042500000000,vivoiQOO 9,骁龙8,其他,其他,Android,2000+,3969.0
景威手机专营店,小米,10042600000000,小米（MI） 11,其他,其他,其他,Android,200+,2599.0
天天数码二手手机专营店,OPPO,10021600000000,OPPO A37 二手,其他,其他,其他,其他,200+,189.0
守护宝手机京东自营旗舰店,守护宝,100025000000,守护宝K580 ,紫光展锐,其他,无前置摄像头,功能机,2000+,279.0
Unihertz手机旗舰店,Unihertz,10044800000000,Unihertz Titan pocket泰坦二代QWERTY智能,其他,其他,其他,Android,1000+,1969.0
小米手机官方旗舰店,小米,10037700000000,小米（MI）,骁龙778G,6400万像素,3200万像素,Android,2000+,2899.0
中国电信自营旗舰店,麦芒,100018000000,麦芒麦芒9,其他,6400万像素,1600万像素,Android,1000+,1499.0
广州电信京东自营旗舰店,荣耀,100013000000,荣耀,Unisoc T610,1300万像素,500万像素,Android,2000+,1089.0
京东电竞手机官方旗舰店,荣耀,10033400000000,荣耀50SE 全网通,天玑900,1亿像素,1600万像素,Android,100+,1898.0
形派手机旗舰店,糖果,10026500000000,糖果（sugar）S13 Max,其他,1600万像素,800万像素,Android,2000+,499.0
iQOO耀诚鑫专卖店,iQOO,10042100000000,iQOONeo5S,其他,其他,其他,Android,2000+,2799.0
realme真我官方旗舰店,真我,10043200000000,真我（realme）RMX3300,其他,其他,其他,Android,500+,4199.0
微炫数码旗舰店,小米,10039000000000,小米 红米Note11 ,其他,其他,其他,Android,1000+,1199.0
拾锦二手商品专营店,Apple,10044500000000,Apple iPhone 11 Pro 苹果11 Pro 二手苹果,其他,其他,其他,其他,500+,3008.0
伟德手机专营店,荣耀,10030400000000,荣耀畅玩20 ,其他,1300万像素,500万像素,Android,5000+,949.0
京合旗舰店,华为,10046100000000,华为（HUAWEI）nova 9 SE,骁龙680,10800万像素,1600万像素,HarmonyOS 2.0.1,200+,2399.01
疆界互联旗舰店,华为,10037600000000,华为（HUAWEI）P50,骁龙888 4G,5000万像素,1300万像素,HarmonyOS 2,5000+,4788.0
华信通手机专营店,荣耀,10045600000000,荣耀（HONOR）荣耀X30,其他,4800万像素,1600万像素,Android,50,1759.0
头号卖家旗舰店,荣耀,10041000000000,荣耀（HONOR）荣耀60SE,其他,其他,其他,Android,500+,2299.0
天翼电信京东自营旗舰店,OPPO,100019000000,OPPOA36,其他,1300万像素,800万像素,Android,200+,989.0
欧申达手机专营店,金立,10047200000000,金立（Gionee）G13,其他,其他,其他,Android,200+,699.0
炜东电商旗舰店,Apple,10046000000000,,其他,其他,其他,iOS,2万+,5458.0
长沙联通官方自营旗舰店,华为,100018000000,华为荣耀X30i,天玑810,其他,其他,Android,500+,1899.0
中国电信自营旗舰店,荣耀,100019000000,荣耀荣耀PLAY5T 活力版,MT6765,1300万像素,其他,Android,200+,979.0
OPPO官方直营旗舰店,OPPO,10048600000000,OPPOOPPO A57,其他,其他,其他,Android,200+,1499.0
华信通手机专营店,华为,10047000000000,华为（HUAWEI）P50 E,骁龙778G 4G,5000万像素,1300万像素,HarmonyOS 2.0.1,100+,4088.0
三盛数码二手手机专营店,华为,10047700000000,华为p20,其他,2000万像素,2400万像素,HarmonyOS 2,200+,679.0
纽曼京东自营官方旗舰店,纽曼,100023000000,纽曼K99 mini,其他,无后置摄像头,无前置摄像头,功能机,2000+,118.0
形派手机旗舰店,朵唯,10043000000000,朵唯（DOOV）T30,其他,其他,其他,功能机,500+,129.0
OKSJ手机旗舰店,Apple,10037100000000,AppleiPhone 13,其他,1200万像素,1200万像素,iOS,2万+,5429.0
银河信业手机专营店,华为,59959539689,华为（HUAWEI）华为Mate40RS 保时捷 ,麒麟9000,5000万像素,1300万像素,Android,200+,12399.0
兰珊手机旗舰店,vivo,10047100000000,vivovivo iQOO Neo6,骁龙8 Gen 1,其他,其他,Android,200+,3299.0
唯尔优品二手商品专营店,OPPO,30169175871,OPPOOPPO A57,其他,其他,其他,Android,1万+,238.0
拍拍严选官方旗舰店,Apple,10023900000000,Apple iPhone 苹果12 Pro Max 二手,其他,其他,其他,其他,1万+,6259.0
小龙马二手手机专营店,OPPO,10040100000000,OPPOOPPO A59s,其他,其他,其他,其他,1000+,266.0
飞利浦手机京东自营旗舰店,飞利浦,100017000000,飞利浦E527,紫光展锐,其他,无前置摄像头,功能机,5万+,283.0
Apple智慧生活专卖店,Apple,10037200000000,AppleiPhone 13,其他,1200万像素,1200万像素,iOS,1000+,5999.0
奥马科技手机专营店,酷比,10032900000000,酷比（koobee）M20pro,其他,其他,其他,其他,500+,699.0
优爱特手机专营店,真我,10025900000000,真我（realme）真我Q2 Pro,天玑800U,4800万像素,1600万像素,Android,1000+,1249.0
京合旗舰店,荣耀,10040800000000,荣耀（HONOR）荣耀60 Pro,骁龙778G,10800万像素,其他,Android,1000+,3989.0
微炫数码旗舰店,荣耀,63065075395,荣耀畅玩20,Unisoc T610,1300万像素,500万像素,Android,2000+,939.0
OPPO手机乐良专卖店,OPPO,10026000000000,OPPOA93系列,其他,4800万像素,800万像素,Android,2000+,1799.0
京域手机旗舰店,vivo,10027100000000,vivoiQOO Neo6,骁龙8 Gen 1,6400万像素,1600万像素,Android,1万+,3299.0
上海电信京东自营旗舰店,荣耀,100026000000,荣耀荣耀50 Pro,骁龙778G,10800万像素,1200万像素,Android,200+,2699.0
天翼电信京东自营旗舰店,荣耀,100035000000,荣耀,其他,6400万像素,其他,Android,100+,4899.0
谷风羽二手手机专营店,Apple,10024500000000,Apple苹果6plus iphone6Plus,其他,其他,其他,其他,5000+,666.0
炜东电商旗舰店,华为,10047100000000,华为（HUAWEI）优畅享50 PLUS,其他,其他,其他,Android,200+,2349.0
